,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
12960,2445,816,train,5,0,16,30.0
12961,300368,817,prior,1,0,19,
12962,2637592,817,prior,2,6,20,27.0
12963,1892227,817,prior,3,0,19,29.0
12964,1719090,817,prior,4,1,7,30.0
12965,905259,817,prior,5,0,18,27.0
12966,951721,817,prior,6,0,10,14.0
12967,1965700,817,prior,7,0,12,14.0
12968,675668,817,prior,8,1,20,15.0
12969,3147035,817,prior,9,0,20,27.0
12970,766196,817,prior,10,5,11,26.0
12971,1063526,817,prior,11,0,20,16.0
12972,429280,817,prior,12,0,20,14.0
12973,25037,817,prior,13,5,14,30.0
12974,389513,817,prior,14,4,15,13.0
12975,3290716,817,prior,15,0,19,17.0
12976,1671355,817,test,16,5,11,12.0
12977,538411,818,prior,1,2,22,
12978,630283,818,prior,2,2,18,7.0
12979,378305,818,prior,3,3,17,1.0
12980,2587098,818,prior,4,5,10,2.0
12981,3365924,818,prior,5,3,11,5.0
12982,1582960,818,prior,6,4,22,1.0
12983,2333746,818,prior,7,6,23,2.0
12984,1144980,818,prior,8,4,22,5.0
12985,965141,818,prior,9,0,15,3.0
12986,2009273,818,prior,10,2,18,2.0
12987,3400131,818,prior,11,5,0,3.0
12988,3375789,818,prior,12,6,23,1.0
12989,436530,818,prior,13,3,2,4.0
12990,1661162,818,prior,14,4,18,1.0
12991,490571,818,prior,15,3,15,6.0
12992,2996828,818,prior,16,4,18,1.0
12993,697196,818,prior,17,0,14,3.0
12994,82136,818,prior,18,5,15,5.0
12995,877699,818,prior,19,5,8,7.0
12996,2440349,818,prior,20,2,15,4.0
12997,2469321,818,prior,21,5,10,3.0
12998,2839055,818,prior,22,2,14,4.0
12999,2640308,818,prior,23,6,12,4.0
13000,3050007,818,prior,24,2,9,3.0
13001,2621409,818,prior,25,5,18,3.0
13002,2460534,818,prior,26,0,15,2.0
13003,1755691,818,prior,27,4,14,4.0
13004,3387989,818,prior,28,2,19,5.0
13005,3134161,818,prior,29,5,17,3.0
13006,3167846,818,prior,30,4,20,6.0
13007,2258508,818,prior,31,3,12,6.0
13008,3225220,818,prior,32,4,11,8.0
13009,163225,818,prior,33,5,11,1.0
13010,3121103,818,prior,34,5,8,7.0
13011,1353275,818,prior,35,4,9,6.0
13012,2400019,818,prior,36,6,10,2.0
13013,3287540,818,prior,37,0,15,1.0
13014,2825014,818,prior,38,1,21,1.0
13015,1487755,818,prior,39,4,13,3.0
13016,1881684,818,prior,40,3,22,6.0
13017,2920504,818,prior,41,0,23,4.0
13018,1858345,818,prior,42,5,13,5.0
13019,478308,818,prior,43,4,19,6.0
13020,2061315,818,prior,44,2,10,5.0
13021,1728024,818,prior,45,2,9,7.0
13022,206692,818,prior,46,5,15,10.0
13023,1892746,818,prior,47,6,13,8.0
13024,3373543,818,prior,48,2,13,3.0
13025,407388,818,prior,49,2,9,7.0
13026,2900995,818,prior,50,3,11,8.0
13027,2875614,818,prior,51,6,22,3.0
13028,1656617,818,prior,52,6,13,7.0
13029,898024,818,prior,53,2,18,10.0
13030,2614089,818,prior,54,1,13,6.0
13031,3558,818,prior,55,2,20,1.0
13032,1608640,818,prior,56,1,20,6.0
13033,2934381,818,prior,57,5,14,11.0
13034,1838749,818,prior,58,6,14,8.0
13035,2423111,818,prior,59,0,8,1.0
13036,203375,818,prior,60,0,12,7.0
13037,896805,818,prior,61,4,13,4.0
13038,1578165,818,prior,62,2,17,5.0
13039,499170,818,prior,63,2,17,7.0
13040,3100273,818,prior,64,0,15,5.0
13041,1816498,818,prior,65,4,9,4.0
13042,1214768,818,prior,66,5,15,15.0
13043,534848,818,prior,67,0,0,23.0
13044,2567625,818,prior,68,2,10,9.0
13045,3143617,818,prior,69,2,10,7.0
13046,1786829,818,train,70,3,8,15.0
13047,2530471,819,prior,1,0,16,
13048,1783494,819,prior,2,5,8,12.0
13049,1661628,819,prior,3,2,11,18.0
13050,1972183,819,prior,4,3,9,15.0
13051,2791256,819,test,5,4,10,8.0
13052,555557,820,prior,1,1,14,
13053,541230,820,prior,2,3,16,16.0
13054,2313422,820,prior,3,1,11,19.0
13055,1956765,820,prior,4,4,12,10.0
13056,2626310,820,train,5,2,10,26.0
13057,51241,821,prior,1,6,15,
13058,1937152,821,prior,2,6,17,28.0
13059,1952032,821,prior,3,0,13,8.0
13060,917873,821,train,4,0,13,7.0
13061,247242,822,prior,1,1,19,
13062,1162972,822,prior,2,1,19,7.0
13063,869047,822,prior,3,4,16,30.0
13064,3067908,822,train,4,2,16,30.0
13065,706620,823,prior,1,4,3,
13066,2261410,823,prior,2,3,10,13.0
13067,1865137,823,prior,3,3,11,0.0
13068,46069,823,prior,4,2,23,30.0
13069,1978731,823,prior,5,3,17,22.0
13070,177563,823,prior,6,3,21,21.0
13071,2520517,823,test,7,0,16,30.0
13072,1868013,824,prior,1,6,14,
13073,208987,824,prior,2,3,21,4.0
13074,1965006,824,prior,3,0,20,18.0
13075,3214495,824,prior,4,0,19,7.0
13076,1357774,824,prior,5,1,10,1.0
13077,3027848,824,prior,6,3,1,30.0
13078,418463,824,prior,7,0,14,11.0
13079,2205672,824,prior,8,5,0,5.0
13080,1469941,824,prior,9,6,10,30.0
13081,1249121,824,prior,10,1,11,2.0
13082,5010,824,prior,11,3,8,30.0
13083,115543,824,prior,12,0,11,11.0
13084,356264,824,prior,13,1,21,15.0
13085,3108042,824,prior,14,2,20,15.0
13086,2319543,824,prior,15,6,13,18.0
13087,872261,824,prior,16,1,13,30.0
13088,3324977,824,prior,17,6,20,19.0
13089,3317341,824,prior,18,0,11,29.0
13090,983930,824,prior,19,0,11,0.0
13091,2353686,824,prior,20,4,10,18.0
13092,1525788,824,prior,21,5,0,8.0
13093,2331570,824,train,22,5,9,7.0
13094,1530500,825,prior,1,1,15,
13095,495622,825,prior,2,6,9,19.0
13096,1871483,825,prior,3,2,14,30.0
13097,2404932,825,prior,4,0,13,12.0
13098,2421542,825,prior,5,0,22,30.0
13099,156520,825,prior,6,0,22,30.0
13100,2724496,825,prior,7,5,14,19.0
13101,889004,825,prior,8,2,18,18.0
13102,2015258,825,prior,9,1,16,20.0
13103,1930805,825,test,10,0,19,13.0
13104,3156715,826,prior,1,3,8,
13105,2928616,826,prior,2,1,10,12.0
13106,731142,826,prior,3,1,9,14.0
13107,1502827,826,test,4,5,9,25.0
13108,1341660,827,prior,1,2,12,
13109,1248271,827,prior,2,3,12,30.0
13110,2630526,827,prior,3,3,14,14.0
13111,1601196,827,prior,4,4,14,30.0
13112,219897,827,prior,5,6,13,16.0
13113,3348689,827,prior,6,3,11,11.0
13114,850942,827,prior,7,0,7,30.0
13115,1054066,827,test,8,4,15,18.0
13116,3233384,828,prior,1,3,10,
13117,1911965,828,prior,2,4,9,22.0
13118,3025513,828,prior,3,5,12,30.0
13119,3275888,828,prior,4,2,9,30.0
13120,656497,828,prior,5,2,9,28.0
13121,2518889,828,prior,6,1,9,13.0
13122,1753123,828,test,7,1,9,0.0
13123,2089304,829,prior,1,0,12,
13124,3098470,829,prior,2,1,15,15.0
13125,3058005,829,prior,3,1,8,21.0
13126,2943041,829,train,4,2,14,1.0
13127,919232,830,prior,1,1,14,
13128,392904,830,prior,2,0,15,27.0
13129,1690580,830,prior,3,0,14,28.0
13130,3333321,830,prior,4,0,16,21.0
13131,1312568,830,prior,5,0,12,30.0
13132,2976224,830,prior,6,1,12,29.0
13133,109911,830,test,7,4,15,3.0
13134,3032792,831,prior,1,5,15,
13135,2896519,831,prior,2,5,17,7.0
13136,3373341,831,prior,3,5,11,21.0
13137,86852,831,prior,4,6,11,15.0
13138,509839,831,prior,5,6,15,21.0
13139,1226572,831,prior,6,3,13,25.0
13140,3033863,831,prior,7,6,14,3.0
13141,888091,831,prior,8,2,10,3.0
13142,2105094,831,prior,9,2,14,14.0
13143,2405811,831,prior,10,0,17,5.0
13144,1529729,831,prior,11,0,16,14.0
13145,2096063,831,prior,12,6,13,6.0
13146,1429048,831,prior,13,1,17,9.0
13147,3281647,831,prior,14,3,16,30.0
13148,413914,831,prior,15,1,22,12.0
13149,588077,831,prior,16,0,12,30.0
13150,131143,831,prior,17,2,14,23.0
13151,2252626,831,prior,18,5,13,17.0
13152,3305379,831,prior,19,4,14,13.0
13153,985778,831,train,20,5,13,30.0
13154,2687670,832,prior,1,1,17,
13155,2417733,832,prior,2,0,12,30.0
13156,217852,832,prior,3,5,13,30.0
13157,1471596,832,prior,4,2,10,25.0
13158,2323155,832,prior,5,4,18,23.0
13159,934581,832,test,6,1,19,30.0
13160,2922833,833,prior,1,1,15,
13161,2036482,833,prior,2,1,15,30.0
13162,3261937,833,prior,3,6,16,30.0
13163,2797937,833,prior,4,5,13,30.0
13164,1002514,833,prior,5,5,9,14.0
13165,374911,833,prior,6,4,21,30.0
13166,1721861,833,prior,7,2,12,12.0
13167,898269,833,prior,8,4,12,16.0
13168,2262637,833,prior,9,3,15,13.0
13169,247797,833,prior,10,2,16,6.0
13170,1224630,833,prior,11,1,12,30.0
13171,683623,833,train,12,2,11,22.0
13172,2747069,834,prior,1,6,8,
13173,3249130,834,prior,2,0,9,8.0
13174,694408,834,prior,3,1,10,8.0
13175,220281,834,prior,4,0,12,27.0
13176,3300767,834,prior,5,5,12,5.0
13177,1155550,834,prior,6,4,10,6.0
13178,347894,834,prior,7,0,11,30.0
13179,2391129,834,prior,8,1,17,8.0
13180,2648035,834,prior,9,2,19,15.0
13181,2719571,834,prior,10,1,14,6.0
13182,235680,834,prior,11,1,15,0.0
13183,435713,834,prior,12,0,11,6.0
13184,115642,834,prior,13,2,12,9.0
13185,2322602,834,prior,14,3,21,30.0
13186,2098219,834,prior,15,4,7,1.0
13187,1625803,834,prior,16,1,8,18.0
13188,1849247,834,prior,17,4,15,17.0
13189,2931705,834,prior,18,4,11,7.0
13190,3351627,834,prior,19,6,6,9.0
13191,2827334,834,prior,20,6,14,7.0
13192,2773698,834,prior,21,2,8,3.0
13193,311086,834,test,22,1,10,30.0
13194,1830909,835,prior,1,0,11,
13195,2935833,835,prior,2,0,16,7.0
13196,416521,835,prior,3,1,9,30.0
13197,2873528,835,prior,4,6,16,26.0
13198,2934974,835,train,5,4,11,30.0
13199,154912,836,prior,1,0,0,
13200,62280,836,prior,2,0,18,14.0
13201,961680,836,prior,3,6,19,27.0
13202,666284,836,prior,4,0,18,30.0
13203,1948179,836,prior,5,5,23,5.0
13204,3148147,836,prior,6,5,22,14.0
13205,286865,836,prior,7,0,12,23.0
13206,1958444,836,prior,8,6,22,6.0
13207,2516347,836,prior,9,6,12,7.0
13208,3332440,836,prior,10,2,9,10.0
13209,2905792,836,prior,11,4,20,9.0
13210,977652,836,prior,12,5,20,22.0
13211,1324092,836,prior,13,4,22,30.0
13212,2054288,836,train,14,1,19,30.0
13213,2882389,837,prior,1,0,14,
13214,1319455,837,prior,2,0,14,7.0
13215,874001,837,prior,3,0,12,7.0
13216,136755,837,prior,4,6,14,6.0
13217,2997340,837,test,5,0,18,8.0
13218,3358327,838,prior,1,3,14,
13219,3013942,838,prior,2,2,9,6.0
13220,543062,838,prior,3,3,16,8.0
13221,2028737,838,prior,4,3,16,7.0
13222,1505881,838,prior,5,4,12,1.0
13223,670623,838,prior,6,5,11,1.0
13224,3293067,838,prior,7,5,10,7.0
13225,264929,838,prior,8,1,16,3.0
13226,800317,838,prior,9,4,14,30.0
13227,2271033,838,prior,10,3,16,13.0
13228,1642731,838,prior,11,4,17,8.0
13229,1426911,838,prior,12,4,13,7.0
13230,2878445,838,prior,13,5,15,29.0
13231,1354752,838,prior,14,3,15,5.0
13232,3412922,838,prior,15,1,13,5.0
13233,155735,838,prior,16,3,9,2.0
13234,1032723,838,prior,17,5,9,16.0
13235,151463,838,prior,18,3,9,30.0
13236,3158539,838,prior,19,1,14,12.0
13237,2134190,838,prior,20,2,10,1.0
13238,106712,838,prior,21,2,9,21.0
13239,1938641,838,prior,22,4,10,30.0
13240,1827662,838,prior,23,2,15,30.0
13241,874570,838,train,24,2,15,7.0
13242,844901,839,prior,1,2,14,
13243,2770268,839,prior,2,0,13,5.0
13244,2287021,839,prior,3,0,13,0.0
13245,1571973,839,prior,4,4,14,4.0
13246,2853669,839,prior,5,3,20,27.0
13247,2478481,839,prior,6,2,13,20.0
13248,2943857,839,prior,7,1,17,30.0
13249,1951821,839,prior,8,2,16,15.0
13250,234214,839,prior,9,1,18,6.0
13251,1113595,839,prior,10,1,22,21.0
13252,2507931,839,prior,11,1,14,7.0
13253,605470,839,prior,12,1,9,7.0
13254,1186046,839,prior,13,2,15,8.0
13255,3169015,839,prior,14,1,12,13.0
13256,798646,839,prior,15,3,12,2.0
13257,950083,839,prior,16,3,13,7.0
13258,1981087,839,prior,17,1,11,5.0
13259,2001044,839,prior,18,4,12,10.0
13260,2669129,839,prior,19,6,14,16.0
13261,2713494,839,prior,20,2,16,3.0
13262,2821073,839,prior,21,0,14,5.0
13263,1877543,839,prior,22,5,12,5.0
13264,822433,839,prior,23,4,14,6.0
13265,34071,839,prior,24,3,14,13.0
13266,1215207,839,prior,25,1,16,5.0
13267,2710848,839,prior,26,1,16,21.0
13268,1504504,839,train,27,1,13,30.0
13269,1322700,840,prior,1,6,13,
13270,1963178,840,prior,2,6,8,30.0
13271,2722277,840,prior,3,4,8,30.0
13272,269499,840,prior,4,0,13,24.0
13273,613229,840,prior,5,5,15,30.0
13274,587821,840,prior,6,3,21,5.0
13275,2341399,840,prior,7,1,18,5.0
13276,2718963,840,prior,8,1,19,21.0
13277,2819987,840,prior,9,4,20,17.0
13278,2391548,840,train,10,5,21,15.0
13279,2172961,841,prior,1,4,19,
13280,276682,841,prior,2,6,10,30.0
13281,726696,841,prior,3,0,19,22.0
13282,2365969,841,prior,4,0,17,14.0
13283,2658967,841,prior,5,4,12,18.0
13284,1069151,841,prior,6,1,12,30.0
13285,1634325,841,prior,7,6,11,5.0
13286,1141521,841,prior,8,0,5,22.0
13287,1444152,841,prior,9,6,12,30.0
13288,1995192,841,prior,10,0,11,30.0
13289,1934607,841,prior,11,0,11,7.0
13290,1819909,841,prior,12,1,10,29.0
13291,343465,841,prior,13,5,16,11.0
13292,822654,841,prior,14,6,10,15.0
13293,702632,841,prior,15,0,9,8.0
13294,2932543,841,train,16,0,11,14.0
13295,3019176,842,prior,1,6,12,
13296,2135282,842,prior,2,1,18,9.0
13297,1237922,842,prior,3,6,16,12.0
13298,2342000,842,prior,4,5,16,6.0
13299,566242,842,prior,5,4,13,6.0
13300,620553,842,prior,6,3,15,6.0
13301,2797426,842,prior,7,1,7,5.0
13302,3394752,842,prior,8,4,15,17.0
13303,2318826,842,prior,9,2,7,5.0
13304,2500149,842,prior,10,1,13,6.0
13305,1054925,842,prior,11,4,6,17.0
13306,1728249,842,prior,12,6,15,16.0
13307,216270,842,test,13,1,14,30.0
13308,2592541,843,prior,1,4,10,
13309,1645121,843,prior,2,2,18,30.0
13310,602304,843,prior,3,6,23,30.0
13311,1826250,843,prior,4,3,16,30.0
13312,889691,843,test,5,0,13,18.0
13313,511492,844,prior,1,4,14,
13314,379051,844,prior,2,1,15,11.0
13315,2396531,844,prior,3,4,22,17.0
13316,3377505,844,prior,4,5,10,8.0
13317,465201,844,prior,5,4,9,6.0
13318,2806225,844,prior,6,2,11,12.0
13319,1781257,844,prior,7,1,9,20.0
13320,1048599,844,prior,8,4,10,10.0
13321,2777981,844,prior,9,4,9,14.0
13322,1101184,844,prior,10,5,10,15.0
13323,2782192,844,prior,11,1,9,10.0
13324,3162657,844,prior,12,1,10,21.0
13325,489733,844,prior,13,1,9,28.0
13326,604147,844,prior,14,1,8,14.0
13327,1066679,844,prior,15,1,9,7.0
13328,2459237,844,prior,16,1,11,14.0
13329,1185155,844,prior,17,0,8,20.0
13330,2505724,844,prior,18,0,21,28.0
13331,2802645,844,train,19,1,9,22.0
13332,1273788,845,prior,1,6,8,
13333,2280378,845,prior,2,0,8,15.0
13334,963921,845,prior,3,3,0,17.0
13335,1639199,845,prior,4,2,16,6.0
13336,1196831,845,prior,5,0,9,5.0
13337,3405539,845,prior,6,4,16,4.0
13338,359479,845,prior,7,2,15,5.0
13339,299118,845,prior,8,0,11,5.0
13340,969556,845,prior,9,4,23,4.0
13341,241035,845,prior,10,6,8,9.0
13342,200124,845,prior,11,6,12,7.0
13343,921129,845,prior,12,0,9,1.0
13344,2011780,845,prior,13,5,23,5.0
13345,2299743,845,prior,14,1,15,10.0
13346,1695950,845,prior,15,5,14,4.0
13347,2962131,845,prior,16,4,16,6.0
13348,3186148,845,prior,17,6,15,16.0
13349,1977463,845,prior,18,4,18,5.0
13350,866481,845,prior,19,0,9,3.0
13351,3300876,845,prior,20,4,16,4.0
13352,879487,845,prior,21,1,21,4.0
13353,3279205,845,prior,22,0,13,6.0
13354,1537934,845,train,23,6,12,6.0
13355,270943,846,prior,1,0,13,
13356,260601,846,prior,2,3,11,3.0
13357,112189,846,prior,3,5,17,9.0
13358,1142381,846,prior,4,1,17,30.0
13359,129013,846,train,5,4,9,17.0
13360,1919285,847,prior,1,5,11,
13361,1542295,847,prior,2,0,17,9.0
13362,1228473,847,prior,3,1,9,8.0
13363,2455598,847,prior,4,4,18,10.0
13364,313650,847,prior,5,2,13,12.0
13365,426882,847,prior,6,2,9,14.0
13366,3007969,847,prior,7,0,15,5.0
13367,1959638,847,prior,8,6,14,13.0
13368,1908714,847,prior,9,6,21,7.0
13369,2259507,847,prior,10,6,23,7.0
13370,2572806,847,prior,11,4,20,5.0
13371,2464189,847,prior,12,5,19,8.0
13372,2383150,847,prior,13,0,7,16.0
13373,1045466,847,prior,14,4,15,4.0
13374,2840107,847,prior,15,6,21,16.0
13375,2470259,847,prior,16,3,18,11.0
13376,946046,847,prior,17,2,11,6.0
13377,2346428,847,prior,18,4,22,16.0
13378,850107,847,prior,19,2,6,5.0
13379,2513764,847,prior,20,6,21,4.0
13380,980639,847,prior,21,1,9,9.0
13381,1329403,847,prior,22,1,16,7.0
13382,2532694,847,prior,23,0,13,6.0
13383,3255279,847,prior,24,4,20,4.0
13384,2945898,847,prior,25,5,19,15.0
13385,3204626,847,prior,26,4,19,6.0
13386,1032784,847,prior,27,2,13,19.0
13387,1786082,847,prior,28,1,13,6.0
13388,3099975,847,prior,29,0,11,20.0
13389,358326,847,prior,30,6,12,6.0
13390,2540248,847,prior,31,0,14,15.0
13391,1664940,847,prior,32,2,16,9.0
13392,3385335,847,prior,33,4,7,9.0
13393,567883,847,prior,34,0,8,17.0
13394,3046446,847,prior,35,4,11,4.0
13395,960713,847,prior,36,6,20,16.0
13396,1080676,847,prior,37,0,22,8.0
13397,2436377,847,train,38,1,17,8.0
13398,1548755,848,prior,1,2,17,
13399,2536926,848,prior,2,1,13,6.0
13400,741605,848,prior,3,2,13,8.0
13401,2379440,848,prior,4,1,16,6.0
13402,396081,848,prior,5,0,16,6.0
13403,2997670,848,prior,6,0,18,7.0
13404,1334594,848,prior,7,0,15,7.0
13405,678051,848,prior,8,4,10,11.0
13406,3158752,848,prior,9,5,0,8.0
13407,688546,848,prior,10,2,13,4.0
13408,2241198,848,prior,11,5,21,3.0
13409,294267,848,prior,12,2,8,4.0
13410,1458893,848,prior,13,0,14,5.0
13411,2525588,848,prior,14,0,14,7.0
13412,300231,848,prior,15,2,17,9.0
13413,1649595,848,prior,16,0,16,5.0
13414,1564381,848,prior,17,0,14,7.0
13415,1791422,848,prior,18,0,15,7.0
13416,638565,848,prior,19,0,17,7.0
13417,1333730,848,prior,20,1,15,8.0
13418,2094517,848,prior,21,4,19,10.0
13419,123578,848,prior,22,2,21,12.0
13420,1362655,848,prior,23,5,13,3.0
13421,2305653,848,prior,24,1,10,10.0
13422,1165590,848,prior,25,4,15,3.0
13423,2759243,848,prior,26,4,16,7.0
13424,2604815,848,prior,27,1,16,4.0
13425,3049392,848,prior,28,0,17,6.0
13426,2239849,848,prior,29,4,15,4.0
13427,1402920,848,prior,30,2,14,5.0
13428,2198195,848,prior,31,6,15,4.0
13429,2499812,848,prior,32,1,9,9.0
13430,1902097,848,prior,33,0,15,6.0
13431,189155,848,prior,34,4,10,4.0
13432,2134698,848,prior,35,0,9,3.0
13433,3181872,848,prior,36,4,11,4.0
13434,1742114,848,prior,37,0,16,3.0
13435,2327238,848,prior,38,5,11,5.0
13436,1406042,848,prior,39,0,14,2.0
13437,2117331,848,prior,40,3,16,3.0
13438,1852950,848,prior,41,6,13,3.0
13439,1804745,848,prior,42,0,7,1.0
13440,2659836,848,prior,43,6,23,6.0
13441,1241668,848,train,44,0,17,8.0
13442,553624,849,prior,1,4,17,
13443,31495,849,prior,2,3,21,13.0
13444,2343531,849,prior,3,4,21,8.0
13445,1016510,849,prior,4,1,22,18.0
13446,1194837,849,prior,5,0,12,6.0
13447,461834,849,prior,6,2,22,16.0
13448,79154,849,prior,7,5,9,10.0
13449,2392866,849,prior,8,2,17,11.0
13450,2204764,849,prior,9,0,11,5.0
13451,1690695,849,prior,10,3,16,3.0
13452,2621057,849,prior,11,0,17,4.0
13453,583267,849,prior,12,3,19,10.0
13454,2666968,849,prior,13,5,14,2.0
13455,922604,849,prior,14,1,17,3.0
13456,2235871,849,prior,15,5,8,4.0
13457,2522513,849,prior,16,1,19,10.0
13458,3241697,849,prior,17,6,14,5.0
13459,1490593,849,prior,18,5,7,6.0
13460,538354,849,prior,19,0,10,2.0
13461,2565634,849,prior,20,5,19,5.0
13462,2432370,849,prior,21,6,17,1.0
13463,2021550,849,prior,22,4,19,5.0
13464,3197662,849,prior,23,5,21,8.0
13465,1404142,849,prior,24,0,15,2.0
13466,760078,849,prior,25,5,17,5.0
13467,2849544,849,prior,26,5,8,7.0
13468,2234817,849,prior,27,6,20,1.0
13469,837606,849,prior,28,5,13,6.0
13470,2243248,849,prior,29,6,16,8.0
13471,1114234,849,train,30,0,13,1.0
13472,1705754,850,prior,1,1,16,
13473,1273484,850,prior,2,5,9,18.0
13474,177867,850,prior,3,2,10,4.0
13475,2006815,850,prior,4,1,20,6.0
13476,1205709,850,prior,5,5,18,4.0
13477,179017,850,prior,6,5,10,7.0
13478,1820581,850,prior,7,3,19,19.0
13479,2676926,850,test,8,0,15,11.0
13480,713959,851,prior,1,6,15,
13481,2796509,851,prior,2,0,8,15.0
13482,2463414,851,prior,3,6,9,6.0
13483,1822547,851,prior,4,2,16,17.0
13484,1429762,851,prior,5,6,16,4.0
13485,1184258,851,prior,6,0,8,8.0
13486,1146075,851,test,7,5,19,5.0
13487,1777082,852,prior,1,0,16,
13488,868933,852,prior,2,1,14,8.0
13489,1775162,852,prior,3,0,12,6.0
13490,1636047,852,prior,4,0,13,7.0
13491,70579,852,prior,5,2,17,16.0
13492,1159751,852,prior,6,4,12,9.0
13493,2846761,852,prior,7,4,20,7.0
13494,2003459,852,prior,8,0,10,10.0
13495,3327249,852,prior,9,1,17,15.0
13496,2891678,852,prior,10,0,14,6.0
13497,131827,852,prior,11,0,10,7.0
13498,1181744,852,prior,12,0,10,14.0
13499,2773618,852,prior,13,2,18,9.0
13500,1904728,852,prior,14,1,21,6.0
13501,1157534,852,prior,15,0,14,6.0
13502,2777938,852,prior,16,2,8,16.0
13503,2195201,852,prior,17,1,18,6.0
13504,3067767,852,prior,18,1,19,7.0
13505,2318718,852,prior,19,1,19,7.0
13506,2495090,852,prior,20,1,17,7.0
13507,2925533,852,prior,21,1,1,7.0
13508,3203105,852,prior,22,0,12,6.0
13509,581567,852,prior,23,6,12,13.0
13510,3307690,852,prior,24,6,10,7.0
13511,2300035,852,prior,25,2,18,17.0
13512,2869677,852,prior,26,0,11,12.0
13513,620672,852,prior,27,1,18,8.0
13514,2731577,852,prior,28,6,16,12.0
13515,2413739,852,prior,29,4,8,12.0
13516,164905,852,prior,30,2,14,26.0
13517,1712546,852,prior,31,2,18,7.0
13518,2528310,852,prior,32,2,17,7.0
13519,1254631,852,prior,33,3,17,8.0
13520,2543583,852,prior,34,1,17,5.0
13521,1893603,852,prior,35,1,18,7.0
13522,3145099,852,prior,36,2,19,22.0
13523,430411,852,prior,37,1,18,6.0
13524,92317,852,train,38,0,19,13.0
13525,2844181,853,prior,1,5,16,
13526,721285,853,prior,2,2,3,4.0
13527,2911519,853,prior,3,0,16,5.0
13528,2758148,853,prior,4,6,21,30.0
13529,3229367,853,prior,5,3,16,11.0
13530,2746145,853,prior,6,1,13,5.0
13531,2786097,853,prior,7,6,20,5.0
13532,521362,853,prior,8,1,16,2.0
13533,1924788,853,prior,9,1,15,7.0
13534,3183247,853,prior,10,1,13,7.0
13535,1546251,853,prior,11,3,17,2.0
13536,3102937,853,prior,12,4,20,1.0
13537,1175376,853,prior,13,0,18,3.0
13538,2842863,853,prior,14,5,4,26.0
13539,2667439,853,prior,15,2,2,4.0
13540,1117962,853,prior,16,3,15,8.0
13541,1063205,853,prior,17,0,14,4.0
13542,940061,853,prior,18,0,1,7.0
13543,3168076,853,test,19,4,17,30.0
13544,2949555,854,prior,1,0,9,
13545,68711,854,prior,2,3,8,3.0
13546,154778,854,prior,3,5,17,2.0
13547,7504,854,prior,4,2,15,4.0
13548,2738883,854,prior,5,6,15,4.0
13549,2261267,854,prior,6,1,11,2.0
13550,1750812,854,prior,7,4,14,3.0
13551,719130,854,prior,8,6,14,2.0
13552,1598833,854,prior,9,0,13,1.0
13553,28322,854,prior,10,3,14,3.0
13554,1217741,854,prior,11,0,15,4.0
13555,2334020,854,prior,12,3,15,3.0
13556,2782414,854,prior,13,3,16,7.0
13557,2914174,854,prior,14,1,9,5.0
13558,528126,854,prior,15,1,14,0.0
13559,2720158,854,prior,16,3,10,2.0
13560,2209528,854,prior,17,1,10,5.0
13561,2608065,854,prior,18,4,13,3.0
13562,3107957,854,prior,19,2,11,5.0
13563,2007156,854,prior,20,4,10,2.0
13564,321986,854,prior,21,3,11,6.0
13565,828357,854,prior,22,5,10,2.0
13566,3216166,854,prior,23,1,19,3.0
13567,1444474,854,prior,24,4,14,3.0
13568,1014779,854,prior,25,2,18,5.0
13569,1288837,854,prior,26,5,14,3.0
13570,2541259,854,prior,27,2,9,4.0
13571,2941026,854,prior,28,2,16,7.0
13572,1821682,854,prior,29,1,12,6.0
13573,2674011,854,prior,30,3,12,2.0
13574,2739108,854,prior,31,4,10,1.0
13575,2430385,854,prior,32,4,6,14.0
13576,836980,854,prior,33,1,14,4.0
13577,1473452,854,prior,34,0,12,6.0
13578,2470143,854,prior,35,2,13,2.0
13579,1447593,854,prior,36,4,11,2.0
13580,365573,854,prior,37,6,14,2.0
13581,1250465,854,prior,38,3,11,4.0
13582,917086,854,prior,39,4,13,1.0
13583,2668455,854,prior,40,0,14,3.0
13584,1125718,854,prior,41,2,16,9.0
13585,2500687,854,prior,42,5,9,3.0
13586,2175890,854,prior,43,3,12,5.0
13587,1978497,854,prior,44,3,14,0.0
13588,1137236,854,prior,45,0,16,4.0
13589,2348356,854,prior,46,2,17,2.0
13590,1428542,854,prior,47,5,12,3.0
13591,2445968,854,prior,48,5,16,21.0
13592,463622,854,prior,49,2,10,4.0
13593,1494210,854,prior,50,5,13,3.0
13594,269091,854,prior,51,3,13,5.0
13595,3104226,854,prior,52,6,13,3.0
13596,3015156,854,prior,53,2,14,3.0
13597,196202,854,prior,54,5,14,3.0
13598,3201981,854,prior,55,0,14,2.0
13599,1077264,854,prior,56,3,14,3.0
13600,1365882,854,prior,57,5,16,9.0
13601,1896902,854,prior,58,0,12,2.0
13602,2578047,854,prior,59,2,12,2.0
13603,2508605,854,prior,60,4,14,2.0
13604,3013197,854,prior,61,0,15,3.0
13605,2835304,854,prior,62,2,15,2.0
13606,382202,854,prior,63,4,14,2.0
13607,670770,854,prior,64,3,12,6.0
13608,109836,854,prior,65,0,14,4.0
